radius,diodicity
0.05,1.1348145194034762
0.051212121212121216,1.171354485702082
0.05242424242424243,1.1639604779456447
0.05363636363636364,1.1577656957715032
0.054848484848484855,1.1475500223819526
0.05606060606060606,1.1516187286492543
0.057272727272727274,1.1520822935041966
0.05848484848484849,1.1490241444973104
0.0596969696969697,1.1691910252261637
0.06090909090909091,1.1627392939427807
0.062121212121212126,1.164159741730366
0.06333333333333334,1.1643175659342901
0.06454545454545454,1.15283616356847
0.06575757575757576,1.1848509386586423
0.06696969696969697,1.1627993776570764
0.06818181818181818,1.1678133593111264
0.0693939393939394,1.111485226611757
0.07060606060606062,1.1786281171081217
0.07181818181818182,1.1767973906406515
0.07303030303030303,1.1695292926434577
0.07424242424242425,1.1645934822580488
0.07545454545454545,1.1751152067847748
0.07666666666666666,1.1869270741197642
0.07787878787878788,1.189789909531762
0.0790909090909091,1.1785971522692733
0.0803030303030303,1.1555876333598927
0.08151515151515151,1.1855441009130658
0.08272727272727273,1.1947696516243795
0.08393939393939394,1.1637969579487448
0.08515151515151514,1.1951890969693788
0.08636363636363636,1.192442826993857
0.08757575757575758,1.198986862780546
0.08878787878787879,1.208695934872739
0.09,1.2238934606258702
0.09121212121212122,1.2053620634360982
0.09242424242424244,1.2029138578148753
0.09363636363636364,1.2211442226553537
0.09484848484848485,1.2169315577720903
0.09606060606060607,1.2206024322883562
0.09727272727272727,1.213445558445113
0.09848484848484848,1.2092474545716767
0.0996969696969697,1.206440693948145
0.10090909090909092,1.1995215825672685
0.10212121212121213,1.224788259328157
0.10333333333333333,1.2252996617539649
0.10454545454545455,1.207118799619355
0.10575757575757576,1.2059091012470609
0.10696969696969696,1.2103648713883732
0.10818181818181818,1.228048012049351
0.1093939393939394,1.193892808235554
0.11060606060606061,1.2021895001892977
0.11181818181818182,1.2100714392985255
0.11303030303030304,1.2058932439094054
0.11424242424242424,1.2235317336594667
0.11545454545454546,1.2315900237470863
0.11666666666666667,1.1978826431864735
0.11787878787878787,1.1959942444567129
0.1190909090909091,1.1951094516215504
0.1203030303030303,1.2017747498039966
0.12151515151515152,1.1989840386279786
0.12272727272727273,1.2066237280262384
0.12393939393939395,1.1910653916908882
0.12515151515151515,1.1998039557445
0.12636363636363637,1.2116774098461185
0.12757575757575756,1.1974700780430443
0.12878787878787878,1.209510349701692
0.13,1.2120808833224996
0.13121212121212122,1.187153130709967
0.13242424242424244,1.2113486249262866
0.13363636363636364,1.2055595789170237
0.13484848484848486,1.210405117945181
0.13606060606060605,1.1832855768154602
0.13727272727272727,1.1944711005638584
0.1384848484848485,1.0442231911904278
0.1396969696969697,1.0476560776788164
0.14090909090909093,1.030988986614272
0.14212121212121212,1.0194904932466025
0.14333333333333334,1.032990257266427
0.14454545454545453,1.0342445799636428
0.14575757575757575,1.021701566473014
0.14696969696969697,1.0182687191551065
0.1481818181818182,1.023485706954159
0.1493939393939394,1.0237195013579417
0.1506060606060606,1.0608614227808724
0.15181818181818182,1.05303047231722
0.15303030303030302,1.0155187799365137
0.15424242424242424,1.010614826866885
0.15545454545454546,1.0189242147328266
0.15666666666666668,1.0281770670146324
0.1578787878787879,1.0135241962724717
0.1590909090909091,1.0014452705398436
0.1603030303030303,1.0066848481307087
0.1615151515151515,1.0115942522086905
0.16272727272727272,1.013538542183115
0.16393939393939394,1.0329858088525257
0.16515151515151516,1.0322477146083733
0.16636363636363638,1.0309310589498233
0.16757575757575757,0.9906801567338093
0.1687878787878788,0.9748754651275731
0.17,0.9962439717910002
