width,diodicity
0.03,1.2447278696234096
0.030707070707070707,1.262584276438233
0.031414141414141415,1.2611637896981611
0.03212121212121212,1.2531044270738072
0.032828282828282825,1.263063508998556
0.033535353535353536,1.264860155337819
0.03424242424242424,1.2221056365304268
0.03494949494949495,1.2199025836708879
0.03565656565656566,1.232210228546447
0.03636363636363636,1.2263501603947946
0.037070707070707073,1.2251373406003956
0.03777777777777778,1.241323929742837
0.03848484848484848,1.2312155226415815
0.039191919191919194,1.2065155029580767
0.0398989898989899,1.2002639662383412
0.040606060606060604,1.2031323739247162
0.041313131313131315,1.2009106375847465
0.04202020202020202,1.205998503767581
0.042727272727272725,1.2288017549030985
0.043434343434343436,1.2168474302351318
0.04414141414141414,1.1952621078299634
0.044848484848484846,1.1886670806041482
0.04555555555555556,1.183417018306586
0.04626262626262627,1.1784085927651688
0.04696969696969697,1.1768387180246977
0.04767676767676768,1.1764412628896967
0.04838383838383839,1.1899229948050667
0.04909090909090909,1.1665293772658576
0.0497979797979798,1.1692998452525687
0.05050505050505051,1.1622107909201769
0.051212121212121216,1.158742336305902
0.05191919191919192,1.1693523919594069
0.05262626262626263,1.1650004986130327
0.05333333333333334,1.1786891810742224
0.05404040404040404,1.1716195836740988
0.05474747474747475,1.1565393105740296
0.05545454545454546,1.1481547685253894
0.05616161616161616,1.1434894591865068
0.056868686868686874,1.1483240458464417
0.05757575757575758,1.144075998677128
0.05828282828282828,1.159526705098394
0.058989898989898995,1.1564651216366142
0.0596969696969697,1.1399944125404788
0.060404040404040404,1.1297473055352294
0.061111111111111116,1.1310764907660438
0.06181818181818182,1.127632043600137
0.06252525252525254,1.1286596989861097
0.06323232323232324,1.1284593708003878
0.06393939393939393,1.1409159298252753
0.06464646464646465,1.134338914320084
0.06535353535353536,1.125805139160392
0.06606060606060607,1.121644970460882
0.06676767676767678,1.120765979164293
0.06747474747474748,1.1196966712847538
0.06818181818181818,1.1181355785558627
0.06888888888888889,1.1306553461145437
0.0695959595959596,1.127771888242496
0.07030303030303031,1.1188507676994381
0.07101010101010102,1.112677426284958
0.07171717171717172,1.109611265581776
0.07242424242424243,1.1088067250382325
0.07313131313131313,1.105529352489202
0.07383838383838384,1.1051784535926352
0.07454545454545455,1.1143366629264029
0.07525252525252527,1.1053960679668289
0.07595959595959596,1.0991501989881298
0.07666666666666667,1.100988308608044
0.07737373737373737,1.0991871501894148
0.07808080808080808,1.096912622582749
0.0787878787878788,1.095658179970362
0.07949494949494951,1.107723607029576
0.08020202020202022,1.110244200802971
0.08090909090909092,1.0942810986625289
0.08161616161616161,1.0940772764711177
0.08232323232323233,1.0912373784705978
0.08303030303030304,1.0916880564246776
0.08373737373737375,1.09050431769448
0.08444444444444446,1.087474072902098
0.08515151515151516,1.0985309108703112
0.08585858585858586,1.0863616584993903
0.08656565656565657,0.7143088522780698
0.08727272727272728,0.7113944049400054
0.08797979797979799,0.7069578123523723
0.0886868686868687,0.7040392208539693
0.0893939393939394,0.7061279388706407
0.09010101010101011,0.7091250273493285
0.09080808080808081,0.71012062113466
0.09151515151515152,0.7488276739930515
0.09222222222222223,0.7056073445336841
0.09292929292929293,0.7005937123129851
0.09363636363636364,0.6978852166105128
0.09434343434343435,0.7005081041393812
0.09505050505050507,0.6967817090938775
0.09575757575757576,0.6997709247256354
0.09646464646464648,0.6956173850737638
0.09717171717171719,0.7325031037286496
0.09787878787878788,0.689981119787389
0.0985858585858586,0.6870926991846914
0.09929292929292931,0.6853579159660061
0.1,0.6874763538243426
